source,destination,status
/send-rakhi-to-hoboken,/gifts-to-hoboken,301
/send-rakhi-to-parsippany,/gifts-to-parsippany,301
/send-rakhi-to-cherry-hill,/gifts-to-cherry-hill,301
/send-rakhi-to-fort-lee,/gifts-to-fort-lee,301
/send-rakhi-to-jersey-shore,/gifts-to-jersey-shore,301
/send-rakhi-to-montclair,/gifts-to-montclair,301
/send-rakhi-to-somerset,/gifts-to-somerset,301
/send-rakhi-to-bridgewater,/gifts-to-bridgewater,301
/send-rakhi-to-marlboro,/gifts-to-marlboro,301
/send-rakhi-to-freehold,/gifts-to-freehold,301
/send-rakhi-to-iselin,/gifts-to-iselin,301
/send-rakhi-to-albuquerque,/gifts-to-albuquerque,301
/send-rakhi-to-las-cruces,/gifts-to-las-cruces,301
/send-rakhi-to-rio-rancho,/gifts-to-rio-rancho,301
/send-rakhi-to-santa-fe,/gifts-to-santa-fe,301
/send-rakhi-to-new-york-city,/gifts-to-new-york-city,301
/send-rakhi-to-buffalo,/gifts-to-buffalo,301
/send-rakhi-to-rochester-ny,/gifts-to-rochester-ny,301
/send-rakhi-to-yonkers,/gifts-to-yonkers,301
/send-rakhi-to-syracuse,/gifts-to-syracuse,301
/send-rakhi-to-albany-ny,/gifts-to-albany-ny,301
/send-rakhi-to-new-rochelle,/gifts-to-new-rochelle,301
/send-rakhi-to-mount-vernon,/gifts-to-mount-vernon,301
/send-rakhi-to-schenectady,/gifts-to-schenectady,301
/send-rakhi-to-utica,/gifts-to-utica,301
/send-rakhi-to-white-plains,/gifts-to-white-plains,301
/send-rakhi-to-brooklyn,/gifts-to-brooklyn,301
/send-rakhi-to-queens,/gifts-to-queens,301
/send-rakhi-to-bronx,/gifts-to-bronx,301
/send-rakhi-to-staten-island,/gifts-to-staten-island,301
/send-rakhi-to-manhattan,/gifts-to-manhattan,301
/send-rakhi-to-hempstead,/gifts-to-hempstead,301
/send-rakhi-to-long-island,/gifts-to-long-island,301
/send-rakhi-to-scarsdale,/gifts-to-scarsdale,301
