source,destination,status
/send-rakhi-to-great-neck,/gifts-to-great-neck,301
/send-rakhi-to-jericho,/gifts-to-jericho,301
/send-rakhi-to-syosset,/gifts-to-syosset,301
/send-rakhi-to-poughkeepsie,/gifts-to-poughkeepsie,301
/send-rakhi-to-ithaca,/gifts-to-ithaca,301
/send-rakhi-to-charlotte,/gifts-to-charlotte,301
/send-rakhi-to-raleigh,/gifts-to-raleigh,301
/send-rakhi-to-greensboro,/gifts-to-greensboro,301
/send-rakhi-to-durham,/gifts-to-durham,301
/send-rakhi-to-winston-salem,/gifts-to-winston-salem,301
/send-rakhi-to-fayetteville-nc,/gifts-to-fayetteville-nc,301
/send-rakhi-to-cary,/gifts-to-cary,301
/send-rakhi-to-wilmington-nc,/gifts-to-wilmington-nc,301
/send-rakhi-to-high-point,/gifts-to-high-point,301
/send-rakhi-to-concord-nc,/gifts-to-concord-nc,301
/send-rakhi-to-asheville,/gifts-to-asheville,301
/send-rakhi-to-chapel-hill,/gifts-to-chapel-hill,301
/send-rakhi-to-apex,/gifts-to-apex,301
/send-rakhi-to-huntersville,/gifts-to-huntersville,301
/send-rakhi-to-morrisville,/gifts-to-morrisville,301
/send-rakhi-to-fargo,/gifts-to-fargo,301
/send-rakhi-to-bismarck,/gifts-to-bismarck,301
/send-rakhi-to-grand-forks,/gifts-to-grand-forks,301
/send-rakhi-to-columbus-oh,/gifts-to-columbus-oh,301
/send-rakhi-to-cleveland,/gifts-to-cleveland,301
/send-rakhi-to-cincinnati,/gifts-to-cincinnati,301
/send-rakhi-to-toledo,/gifts-to-toledo,301
/send-rakhi-to-akron,/gifts-to-akron,301
/send-rakhi-to-dayton,/gifts-to-dayton,301
/send-rakhi-to-parma,/gifts-to-parma,301
/send-rakhi-to-canton-oh,/gifts-to-canton-oh,301
/send-rakhi-to-youngstown,/gifts-to-youngstown,301
/send-rakhi-to-dublin-oh,/gifts-to-dublin-oh,301
/send-rakhi-to-westerville,/gifts-to-westerville,301
/send-rakhi-to-hilliard,/gifts-to-hilliard,301
/send-rakhi-to-mason,/gifts-to-mason,301
/send-rakhi-to-beavercreek,/gifts-to-beavercreek,301
/send-rakhi-to-oklahoma-city,/gifts-to-oklahoma-city,301
/send-rakhi-to-tulsa,/gifts-to-tulsa,301
/send-rakhi-to-norman,/gifts-to-norman,301
/send-rakhi-to-broken-arrow,/gifts-to-broken-arrow,301
/send-rakhi-to-edmond,/gifts-to-edmond,301
/send-rakhi-to-lawton,/gifts-to-lawton,301
/send-rakhi-to-portland-or,/gifts-to-portland-or,301
/send-rakhi-to-salem,/gifts-to-salem,301
/send-rakhi-to-eugene,/gifts-to-eugene,301
/send-rakhi-to-gresham,/gifts-to-gresham,301
/send-rakhi-to-hillsboro,/gifts-to-hillsboro,301
/send-rakhi-to-beaverton,/gifts-to-beaverton,301
/send-rakhi-to-bend,/gifts-to-bend,301
/send-rakhi-to-medford-or,/gifts-to-medford-or,301
/send-rakhi-to-springfield-or,/gifts-to-springfield-or,301
/send-rakhi-to-tigard,/gifts-to-tigard,301
/send-rakhi-to-lake-oswego,/gifts-to-lake-oswego,301
/send-rakhi-to-philadelphia,/gifts-to-philadelphia,301
/send-rakhi-to-pittsburgh,/gifts-to-pittsburgh,301
/send-rakhi-to-allentown,/gifts-to-allentown,301
/send-rakhi-to-erie,/gifts-to-erie,301
/send-rakhi-to-reading,/gifts-to-reading,301
/send-rakhi-to-scranton,/gifts-to-scranton,301
/send-rakhi-to-bethlehem,/gifts-to-bethlehem,301
/send-rakhi-to-lancaster-pa,/gifts-to-lancaster-pa,301
/send-rakhi-to-harrisburg,/gifts-to-harrisburg,301
/send-rakhi-to-altoona,/gifts-to-altoona,301
/send-rakhi-to-york,/gifts-to-york,301
/send-rakhi-to-state-college,/gifts-to-state-college,301
/send-rakhi-to-king-of-prussia,/gifts-to-king-of-prussia,301
/send-rakhi-to-wayne,/gifts-to-wayne,301
/send-rakhi-to-doylestown,/gifts-to-doylestown,301
/send-rakhi-to-providence,/gifts-to-providence,301
/send-rakhi-to-warwick,/gifts-to-warwick,301
/send-rakhi-to-cranston,/gifts-to-cranston,301
/send-rakhi-to-pawtucket,/gifts-to-pawtucket,301
/send-rakhi-to-charleston,/gifts-to-charleston,301
/send-rakhi-to-columbia-sc,/gifts-to-columbia-sc,301
/send-rakhi-to-north-charleston,/gifts-to-north-charleston,301
/send-rakhi-to-mount-pleasant,/gifts-to-mount-pleasant,301
/send-rakhi-to-rock-hill,/gifts-to-rock-hill,301
/send-rakhi-to-greenville,/gifts-to-greenville,301
/send-rakhi-to-summerville,/gifts-to-summerville,301
/send-rakhi-to-myrtle-beach,/gifts-to-myrtle-beach,301
/send-rakhi-to-sioux-falls,/gifts-to-sioux-falls,301
/send-rakhi-to-rapid-city,/gifts-to-rapid-city,301
/send-rakhi-to-nashville,/gifts-to-nashville,301
/send-rakhi-to-memphis,/gifts-to-memphis,301
/send-rakhi-to-knoxville,/gifts-to-knoxville,301
/send-rakhi-to-chattanooga,/gifts-to-chattanooga,301
/send-rakhi-to-clarksville,/gifts-to-clarksville,301
/send-rakhi-to-murfreesboro,/gifts-to-murfreesboro,301
/send-rakhi-to-franklin,/gifts-to-franklin,301
/send-rakhi-to-johnson-city,/gifts-to-johnson-city,301
/send-rakhi-to-brentwood,/gifts-to-brentwood,301
/send-rakhi-to-houston,/gifts-to-houston,301
/send-rakhi-to-san-antonio,/gifts-to-san-antonio,301
/send-rakhi-to-dallas,/gifts-to-dallas,301
/send-rakhi-to-austin,/gifts-to-austin,301
/send-rakhi-to-fort-worth,/gifts-to-fort-worth,301
/send-rakhi-to-el-paso,/gifts-to-el-paso,301
/send-rakhi-to-arlington,/gifts-to-arlington,301
/send-rakhi-to-corpus-christi,/gifts-to-corpus-christi,301
/send-rakhi-to-plano,/gifts-to-plano,301
/send-rakhi-to-laredo,/gifts-to-laredo,301
/send-rakhi-to-lubbock,/gifts-to-lubbock,301
/send-rakhi-to-garland,/gifts-to-garland,301
/send-rakhi-to-irving,/gifts-to-irving,301
/send-rakhi-to-amarillo,/gifts-to-amarillo,301
/send-rakhi-to-grand-prairie,/gifts-to-grand-prairie,301
/send-rakhi-to-brownsville,/gifts-to-brownsville,301
/send-rakhi-to-mckinney,/gifts-to-mckinney,301
/send-rakhi-to-frisco,/gifts-to-frisco,301
/send-rakhi-to-pasadena-tx,/gifts-to-pasadena-tx,301
/send-rakhi-to-killeen,/gifts-to-killeen,301
/send-rakhi-to-mesquite,/gifts-to-mesquite,301
/send-rakhi-to-mcallen,/gifts-to-mcallen,301
/send-rakhi-to-carrollton,/gifts-to-carrollton,301
/send-rakhi-to-midland,/gifts-to-midland,301
/send-rakhi-to-waco,/gifts-to-waco,301
/send-rakhi-to-denton,/gifts-to-denton,301
/send-rakhi-to-abilene,/gifts-to-abilene,301
/send-rakhi-to-odessa,/gifts-to-odessa,301
/send-rakhi-to-round-rock,/gifts-to-round-rock,301
/send-rakhi-to-richardson,/gifts-to-richardson,301
/send-rakhi-to-sugar-land,/gifts-to-sugar-land,301
/send-rakhi-to-katy,/gifts-to-katy,301
/send-rakhi-to-the-woodlands,/gifts-to-the-woodlands,301
/send-rakhi-to-league-city,/gifts-to-league-city,301
/send-rakhi-to-pearland,/gifts-to-pearland,301
/send-rakhi-to-allen,/gifts-to-allen,301
/send-rakhi-to-lewisville,/gifts-to-lewisville,301
/send-rakhi-to-college-station,/gifts-to-college-station,301
/send-rakhi-to-tyler,/gifts-to-tyler,301
/send-rakhi-to-san-marcos,/gifts-to-san-marcos,301
/send-rakhi-to-cedar-park,/gifts-to-cedar-park,301
/send-rakhi-to-georgetown,/gifts-to-georgetown,301
/send-rakhi-to-spring,/gifts-to-spring,301
/send-rakhi-to-cypress,/gifts-to-cypress,301
/send-rakhi-to-missouri-city,/gifts-to-missouri-city,301
/send-rakhi-to-flower-mound,/gifts-to-flower-mound,301
/send-rakhi-to-coppell,/gifts-to-coppell,301
/send-rakhi-to-southlake,/gifts-to-southlake,301
/send-rakhi-to-salt-lake-city,/gifts-to-salt-lake-city,301
/send-rakhi-to-west-valley-city,/gifts-to-west-valley-city,301
/send-rakhi-to-provo,/gifts-to-provo,301
/send-rakhi-to-west-jordan,/gifts-to-west-jordan,301
/send-rakhi-to-orem,/gifts-to-orem,301
/send-rakhi-to-sandy,/gifts-to-sandy,301
/send-rakhi-to-ogden,/gifts-to-ogden,301
/send-rakhi-to-lehi,/gifts-to-lehi,301
/send-rakhi-to-draper,/gifts-to-draper,301
/send-rakhi-to-park-city,/gifts-to-park-city,301
/send-rakhi-to-burlington-vt,/gifts-to-burlington-vt,301
/send-rakhi-to-south-burlington,/gifts-to-south-burlington,301
/send-rakhi-to-virginia-beach,/gifts-to-virginia-beach,301
/send-rakhi-to-norfolk,/gifts-to-norfolk,301
/send-rakhi-to-chesapeake,/gifts-to-chesapeake,301
/send-rakhi-to-richmond-va,/gifts-to-richmond-va,301
/send-rakhi-to-newport-news,/gifts-to-newport-news,301
/send-rakhi-to-alexandria,/gifts-to-alexandria,301
/send-rakhi-to-hampton,/gifts-to-hampton,301
/send-rakhi-to-roanoke,/gifts-to-roanoke,301
/send-rakhi-to-arlington-va,/gifts-to-arlington-va,301
/send-rakhi-to-ashburn,/gifts-to-ashburn,301
/send-rakhi-to-reston,/gifts-to-reston,301
/send-rakhi-to-herndon,/gifts-to-herndon,301
/send-rakhi-to-fairfax,/gifts-to-fairfax,301
/send-rakhi-to-vienna,/gifts-to-vienna,301
/send-rakhi-to-mclean,/gifts-to-mclean,301
/send-rakhi-to-chantilly,/gifts-to-chantilly,301
/send-rakhi-to-centreville,/gifts-to-centreville,301
/send-rakhi-to-sterling,/gifts-to-sterling,301
/send-rakhi-to-leesburg,/gifts-to-leesburg,301
/send-rakhi-to-manassas,/gifts-to-manassas,301
/send-rakhi-to-woodbridge-va,/gifts-to-woodbridge-va,301
/send-rakhi-to-charlottesville,/gifts-to-charlottesville,301
/send-rakhi-to-blacksburg,/gifts-to-blacksburg,301
/send-rakhi-to-seattle,/gifts-to-seattle,301
/send-rakhi-to-spokane,/gifts-to-spokane,301
/send-rakhi-to-tacoma,/gifts-to-tacoma,301
/send-rakhi-to-vancouver,/gifts-to-vancouver,301
/send-rakhi-to-bellevue-wa,/gifts-to-bellevue-wa,301
/send-rakhi-to-kent,/gifts-to-kent,301
/send-rakhi-to-everett,/gifts-to-everett,301
/send-rakhi-to-renton,/gifts-to-renton,301
/send-rakhi-to-federal-way,/gifts-to-federal-way,301
/send-rakhi-to-redmond,/gifts-to-redmond,301
/send-rakhi-to-kirkland,/gifts-to-kirkland,301
/send-rakhi-to-sammamish,/gifts-to-sammamish,301
/send-rakhi-to-bothell,/gifts-to-bothell,301
/send-rakhi-to-issaquah,/gifts-to-issaquah,301
/send-rakhi-to-olympia,/gifts-to-olympia,301
/send-rakhi-to-bellingham,/gifts-to-bellingham,301
/send-rakhi-to-charleston-wv,/gifts-to-charleston-wv,301
/send-rakhi-to-huntington,/gifts-to-huntington,301
/send-rakhi-to-morgantown,/gifts-to-morgantown,301
/send-rakhi-to-milwaukee,/gifts-to-milwaukee,301
/send-rakhi-to-madison,/gifts-to-madison,301
/send-rakhi-to-green-bay,/gifts-to-green-bay,301
/send-rakhi-to-kenosha,/gifts-to-kenosha,301
/send-rakhi-to-racine,/gifts-to-racine,301
/send-rakhi-to-appleton,/gifts-to-appleton,301
/send-rakhi-to-waukesha,/gifts-to-waukesha,301
/send-rakhi-to-brookfield,/gifts-to-brookfield,301
/send-rakhi-to-cheyenne,/gifts-to-cheyenne,301
/send-rakhi-to-casper,/gifts-to-casper,301
/send-rakhi-to-jackson-wy,/gifts-to-jackson-wy,301
/send-rakhi-to-washington-dc,/gifts-to-washington-dc,301
/send-rakhi-to-san-juan,/gifts-to-san-juan,301
/send-rakhi-to-bayamon,/gifts-to-bayamon,301
/send-rakhi-to-ponce,/gifts-to-ponce,301
/send-rakhi-to-carolina,/gifts-to-carolina,301
